file_name,url,inference_transcript,audio_duration,group_id,state,id
STT_AM_AB1684_0088_705237_to_709845,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0088_705237_to_709845.wav,ྲི་ཡག་ྱི་ཏོཛིན་ཟིན་པ། འོད་ཅིག་ཆོར་རྒྱལ་ྱེན་པོ་གཞི་དང་ཡང་ཁྲོང་འོན་ྱི་བའི་ ,4.608,1,transcribing,3418343
STT_AM_AB1684_0089_713621_to_716309,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0089_713621_to_716309.wav,ཕྱི་ལུག་ཀི་ཆུར་རྒྱིལ་ལ་སོ་སེ་ཡོད་པ། སལོབ་གཋྭ་ལ་ངས་རཙི་ནང་གནང་ཤོགས ,2.688,1,transcribing,3418344
STT_AM_AB1684_0090_719765_to_722165,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0090_719765_to_722165.wav,གཏན་འབེབས་སྐོ་གནང་བ་དེ་ཏག་ཡོང་ཆོག་པ་གསལ་དྲགས་དང་།  ,2.4,1,transcribing,3418345
STT_AM_AB1684_0091_735458_to_737890,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0091_735458_to_737890.wav,ག་དྱང་ཁྲུང་ཝོན་བཅི་བའི་བོ་ྲི་ལལ་ཆིན་བཏང་རེད།  ,2.432,1,transcribing,3418346
STT_AM_AB1684_0092_763831_to_766711,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0092_763831_to_766711.wav,ཆེས་རིག་ལས་ཁུངས་དང་ཆུར་རྒྱལ་སོ་སི་ལ་ཆོན་རནང་པའི་ ,2.88,1,transcribing,3418347
STT_AM_AB1684_0093_769935_to_772720,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0093_769935_to_772720.wav,ཞི་ནང་མི་རིགས་རྐང་མང་ལ་ས་སཁྲག་ ,2.785,1,transcribing,3418348
STT_AM_AB1684_0094_776759_to_781047,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0094_776759_to_781047.wav,འོད་ཀྱི་ྱོ་རྒྱུལ་ྱེན་པོའ་གཞི་དང་ཡང་ཁྲོང་བོལ་གྱིས་སོ་སི་ལཋལ་ངེས་འཛིན།  ,4.288,1,transcribing,3418349
STT_AM_AB1684_0095_785079_to_787767,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0095_785079_to_787767.wav,རྒྱ་ནག་གཞུང་གི་ཆབ་སྲིད་ཀྱིག་རྒན་ཁུག་གཞུར་བཟུང་།  ,2.688,1,transcribing,3418350
STT_AM_AB1684_0096_791099_to_794427,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0096_791099_to_794427.wav,ཕྱོར་རྒྱུལ་ཆེན་པོ་གཞི་དང་ཡང་གྲོང་བོན་ཆི་བའི་སོ་སིན་ཆོན་ཏོག་ ,3.328,1,transcribing,3418351
STT_AM_AB1684_0097_798572_to_802892,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0097_798572_to_802892.wav,མཉམ་འབྲེལ་ཐོག་སྙེས་ལོན་མེད་པའི་ས་སྒྲག་གནང་རྗོས།  ,4.32,1,transcribing,3418352
STT_AM_AB1684_0098_806537_to_813574,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0098_806537_to_813574.wav,ཁཆིན་ཚོགས་དང་གེ་བའི་གྲི་ཆུར་གནང་། གསལ། འོ་ཅི་ཆོ་རྒྱལ་ཆེན་པོ་གཞི་དང་ཡང་གྲོང་ཝོན་ྱི་བའི་སོ་སོར་གེཧ་ཤི་ ,7.037,1,transcribing,3418353
STT_AM_AB1684_0099_815869_to_819683,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0099_815869_to_819683.wav,དམག་ཨམ། ཁ་མི་ཚེ་ན་གི་ནང་ནས་གཏན་འབེབས་པ་གནང་ཤོག།  ,3.814,1,transcribing,3418354
STT_AM_AB1684_0100_829862_to_833190,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0100_829862_to_833190.wav,གྲིས་བཞི་འོད་ཀཅི་ཕྱུ་རྒྱིད་ཆེན་པོ་ཞིབས་དང་། ཡང་གྲོང་ཝོན་གྱིག་གིས་ ,3.328,1,transcribing,3418355
STT_AM_AB1684_0101_837030_to_840710,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0101_837030_to_840710.wav,མཐར་གསུམ་པ་རྣམས་ལ་ཆོ་རྒྱུལ་སོ་སིགས་ལྷག་པ་མཐར་སིན་གྱི་རིམ་པ་དང་།  ,3.68,1,transcribing,3418356
STT_AM_AB1684_0102_847913_to_851177,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0102_847913_to_851177.wav,ཚ་ནས་འབི་ཤོག་གི་ྒཞེ་རིམ་དང་ལམ་ླི་ཞིབ་དྲག་ས་ཏུ་ ,3.264,1,transcribing,3418357
STT_AM_AB1684_0103_851561_to_855817,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0103_851561_to_855817.wav,རགད་པར་དེ་ནས་འོད་ཅི་ཆོར་རྒྱད་ཆེན་པོ་ཞི། དང་ཡང་ཁྲུ་ྣ་འོལ་ཞིས་པའི་སོ་སོ་ ,4.256,1,transcribing,3418358
STT_AM_AB1684_0104_887639_to_890963,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0104_887639_to_890963.wav,སབྱོད་ཡོངས་ཅིག་ཡག་སྣང་ཤོག་དང་། ལྷག་པར་དུ་རྟོར་བརྒྱུལ།  ,3.324,1,transcribing,3418359
STT_AM_AB1684_0105_905037_to_909930,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0105_905037_to_909930.wav,ཇམ་མཆོག་ལྔ་བ་ཆེན་པོ་མཆོག་དང་། ལཇམ་མཆོག་བཅི་གསུན་པ་ཆེན་པོ་མཆོག་ ,4.893,1,transcribing,3418360
STT_AM_AB1684_0106_913407_to_917980,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0106_913407_to_917980.wav,ཁྲ་ྱི་ན་ང་གང་ཆོས་འདིན། རྒྱ་དབྱངས་ཕྱེད་མཚེས་ཕྱི་ྱིི་ལོག་གྲིས།  ,4.573,1,transcribing,3418361
STT_AM_AB1684_0107_919904_to_924409,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0107_919904_to_924409.wav,སུར་བཏང་པ་རྡོ་རྗེ་ཆོ་ྔ་གོང་ལོ་གཅིགགཞམ་ཕན་སྙང་པོ།  ,4.505,1,transcribing,3418362
STT_AM_AB1684_0108_925827_to_929387,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0108_925827_to_929387.wav,ཁང་སར་ཁན་པོ་ང་ཁང་ཡོ་ད་ཇམ་ཚོ། ྡོ་ྲརག་འཛིན།  ,3.56,1,transcribing,3418363
STT_AM_AB1684_0109_932138_to_936930,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0109_932138_to_936930.wav,ཆེན་མོ་ཀ་ཁྲང་ཞོད་པ། པ་མ་ྲིན་ལི། ག་དན་ཁྲི་ཐོག ,4.792,1,transcribing,3418364
STT_AM_AB1684_0110_939884_to_941932,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0110_939884_to_941932.wav,རྒྱལ་བ་ཇི་ཙུན་བློ་བཟང་སྔིན་མ་ ,2.048,1,transcribing,3418365
STT_AM_AB1684_0111_962412_to_966604,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0111_962412_to_966604.wav,མཛབ་པ་དང་ལྷག་པར་ྱབ་མཆོག་ལྔ་བ་ཆེན་པོའི་གཏོར་རྒྱུལ་གྱི་རྒྗུས་ཁྱབ་པར་ ,4.192,1,transcribing,3418366
STT_AM_AB1684_0112_974860_to_977036,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0112_974860_to_977036.wav,འགྲོ་བ་གུན་ལ་ཚེ་པར་བཤེད་པ་ཡིན་པས་ ,2.176,1,transcribing,3418367
STT_AM_AB1684_0113_978477_to_985007,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0113_978477_to_985007.wav,ྐང་ལྗོངས་ཞ་ྟན་ཡོངས་རུ་རྫོགས་ཀྱི་ལྔ་རདག། སྤྱི་ནོར་གོང་ས་སྐྱབས་མགོན་ཆེན་པོ་ཕྱོག་ནས་ྐྱང་འོ་ཀྱི་ ,6.53,1,transcribing,3418368
STT_AM_AB1684_0114_985379_to_992314,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0114_985379_to_992314.wav,སྟན་སིལ་གྱིས་རྟན་དུན་ལ་གཅིག་ཏུ་དགོང་ནས། ྟན་སུལ་གཏོར་རྒྱལ་བསྟན་སུལ་མ་རུབའི་ཀ་སློབ་ླ་ུན ,6.935,1,transcribing,3418369
STT_AM_AB1684_0115_1004777_to_1006793,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0115_1004777_to_1006793.wav,གཞི་ཐོག་ནས་ཐག་གཅིག་ཏུ་རྒྱབ་སྐྱོར་ ,2.016,1,transcribing,3418370
STT_AM_AB1684_0116_1006921_to_1011081,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0116_1006921_to_1011081.wav,ཤེས་རྒྱུ་དང་ྒྲོལ། དགེ་ལིགས་ྱིག་ལདན་སལ་ཁག་གི་དགེ་འདུན་པ་རྣམ་པའི་གཏམ་པའི་ ,4.16,1,transcribing,3418371
STT_AM_AB1684_0117_1012345_to_1020310,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0117_1012345_to_1020310.wav,ཆིབ་འདིལ་བ་དང་། ཐུན་པར་ཚེ་བྱང་། བཞི་སྟེ་རཏོར་རྒྱུལ་རྟན་སུ་ཤེས་མཁུན་དང་། ཕྱི་དང་སང་བཟང་གི་འབྲེལ་བ་གཙང་ྤྱིལ།  ,7.965,1,transcribing,3418372
STT_AM_AB1684_0118_1020546_to_1028427,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0118_1020546_to_1028427.wav,ནང་བར་ཕྱི་ཚོགས་འདིའི་ཐོག་ནས་གཞིས་སུ་ཡ་རང་དང་། བསྔགས་རྒྱུལ་ཡོལ། འཇིག་རྟེན་འདིི་ལྷ་འདྲེས་སྤྱི་དང་། ལྷག་པར་གཏམ་སི།  ,7.881,1,transcribing,3418373
STT_AM_AB1684_0119_1039564_to_1045842,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0119_1039564_to_1045842.wav,འོད་ལ་རྐང་ཅིན་གཅིག་ྱི་གཅིག་ལ་རྐང་གཁོང་ཁྲོ་ྟོག་མིན་པ། ཁྱིའ་ཚོགས་འདིའི་ཐོག་ནས་ས་འོ་བཟོ་རྒྱོས།  ,6.278,1,transcribing,3418374
STT_AM_AB1684_0120_1049596_to_1052860,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0120_1049596_to_1052860.wav,བདུན་ཅི་ཙམ་གྱིས་རང་ཆོ་རྒྱལ་ཁ་སྐ་ཅི་ཕྱིན་བཏང་པའ་ཚེ་ ,3.264,1,transcribing,3418375
STT_AM_AB1684_0121_1082174_to_1084924,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0121_1082174_to_1084924.wav,ངིས་དུན་ཅིན། ྐུ་དུར།  ,2.75,1,transcribing,3418376
STT_AM_AB1684_0122_1088534_to_1091638,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0122_1088534_to_1091638.wav,ྤྲུས་བཞི་སྟོང་ཚུན་ྒྲུག་པ་འོད་གཅིག་ྱུ་རྒྱལ་ཆེན་པོ་གཞི་དང་།  ,3.104,1,transcribing,3418377
STT_AM_AB1684_0123_1101141_to_1104870,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0123_1101141_to_1104870.wav,ཆུས་ཆ་ཕལ། བཙུ་རོག་པོན་དགའ་གནང་ཤོག་བཅེར་གི་ ,3.729,1,transcribing,3418378
STT_AM_AB1684_0124_1111570_to_1115282,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0124_1111570_to_1115282.wav,ཆུར་སྤུལ་དང་། སྨན་ཁང་འཛིགས་པ་སོགས་མང་ཚོགས་ལ་ཕན་པའི་ཀླི་འདུམ་ ,3.712,1,transcribing,3418379
STT_AM_AB1684_0125_1119923_to_1125458,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0125_1119923_to_1125458.wav,་རང་རང་ང་ནི་སྤྱི་ཚོགས་ཀྱི་ཋོསིཐན་དང་ཧིཡན་ཁོ་ཡིག་སྲོང་ྱིབ་རྗེས་ལ་ཕ་པི་ལི་ཛི་རྐང་མང་ ,5.535,1,transcribing,3418380
STT_AM_AB1684_0126_1127041_to_1129345,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0126_1127041_to_1129345.wav,ལྷག་པར་ར་ལ་ཆོན་ཁག་གི་འུད་ནང་གི་འོད་མོའ་ ,2.304,1,transcribing,3418381
STT_AM_AB1684_0127_1135600_to_1143210,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0127_1135600_to_1143210.wav,ཧུ་ཅན་གིས་ན་ཝ་དུན་གི་པི་ལྷོ་ཏ་ནནང་ྱིར། ཏེ་ྗིན་ཡ་ཧི་སོགས་ཆེས་ལིག་གཞན་གྱི་སྤྱི་ཚོགས་ཤབ་ཞི།  ,7.61,1,transcribing,3418382
STT_AM_AB1684_0128_1143649_to_1145775,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0128_1143649_to_1145775.wav,སླད་དུ་ནག་ྣང་དང་ལ་དམིག་བཔོལ་དང་།  ,2.126,1,transcribing,3418383
STT_AM_AB1684_0129_1147564_to_1153150,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0129_1147564_to_1153150.wav,སོག་ལྷལ། ཕྱི་བདེའི་ཁང་ནི་ཀྲ་ཙིན་སྒྲིག་འཛིགས་ཀྱི་ཡིག་ཤི་ཚོགས་པ་ལྟ་བུར་ ,5.586,1,transcribing,3418384
STT_AM_AB1684_0130_1153352_to_1155698,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0130_1153352_to_1155698.wav,ང་སྣང་སུ་གཏོང་ཐབ་བཞུང་ན་ལ།  ,2.346,1,transcribing,3418385
STT_AM_AB1685_0001_891_to_8822,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0001_891_to_8822.wav,འོ་ྲི་གཞོན་ཙིའ་ཚོར་ཁྱི་གྱིག་ས་བ་ན་བཟང་པོ་འཇག་ཐབ་སུ་སློབ་གྲྭ་ཁག་ཏུ་འོད་ཀཅི་ཆོར་རྒྱུལ་ཆེན་པོ་གཞི་དང་ཡང་ཁྲུང་འོན་གྱི་ཚང་མས་ ,7.931,1,transcribing,3418386
STT_AM_AB1685_0002_9464_to_12450,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0002_9464_to_12450.wav,ཆིབས་ལྗོང་དང་། ཁྲིམ་ཐའ་ྔོ་ྲུ་ལག་གནང་ཐུམ་ཁུན།  ,2.986,1,transcribing,3418387
STT_AM_AB1685_0003_19487_to_24904,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0003_19487_to_24904.wav,སྟོན་གདམ་དེ་ཙམ་ནང་གོད་མེད་པའི་མཐོང་ཚལ་ལབ་ྟེ་ཆེས་རིག་ལིས་ཁོངས་དང་ཕྱུར་སྡེ་ཁག་གི་ཕྱུར་གི་ ,5.417,1,transcribing,3418388
STT_AM_AB1685_0004_25799_to_31992,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0004_25799_to_31992.wav,མི་འདྲོ་ཚད་ལདན་འབྱུང་ཐུབ་གནང་བྱེས། གཞོན་གཅིག་ཚུག་ཕྱིར། མུ་ི་ྱ་ཕོ་མོ་ཚོགས་མུ་སྐུར་ ,6.193,1,transcribing,3418389
STT_AM_AB1685_0005_32245_to_34933,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0005_32245_to_34933.wav,ནང་ཆིའ་སྔོ་སྤྲོད་ཀྱི་ས་སྦྱོང་སྐུ་སྒྲིག་ཞིག་ནི།  ,2.688,1,transcribing,3418390
STT_AM_AB1685_0006_37109_to_39349,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0006_37109_to_39349.wav,ཤེས་རིག་ལིས་ཁོངས་དང་ཕྱུ་སྡིའ་ཁག་རྟན་ྲིག་ ,2.24,1,transcribing,3418391
STT_AM_AB1685_0007_47955_to_51719,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0007_47955_to_51719.wav,ལྷོ་ྲི་ཀྲང་རཅིས་ལ་ནང་ཆིའི་སྔོ་སྤྲི་ལ་ ,3.764,1,transcribing,3418392
STT_AM_AB1685_0008_52225_to_56427,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0008_52225_to_56427.wav,ཨ་ནང་ཚེས་ཕན་རླབས་ཆེན་པོ་འབྱོང་རྒྱུར་བརྟེན། ཆུ་སྡེའ་སོ་སོས་དིས་དུན་ ,4.202,1,transcribing,3418393
STT_AM_AB1685_0009_58654_to_63295,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0009_58654_to_63295.wav,ཐབ་པ་གནང་བྱས། ཆོས་རྒྱུལ་ཆེན་པོའ་གཞི་དང་ཡང་གྲོང་ཝོན་གྱིས་ཁོང་སོ་སོ་ནས་ཡ་རང་ཁོང་ ,4.641,1,transcribing,3418394
STT_AM_AB1685_0010_64189_to_67649,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0010_64189_to_67649.wav,གོ་ྲི་ལོ་གླ་ཆིན་གནང་པའི་འོད་ྱི་གཞོན་སྤྱི་ཚོར་ཆེད་ཏ་མ་གི་ནི་ ,3.46,1,transcribing,3418395
STT_AM_AB1685_0011_68678_to_71834,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0011_68678_to_71834.wav,གོ་དི་སུང་ཆིས་རྩལ་བ་སྙན་ྲིན་ཨོ་ད་ར་ནང་།  ,3.156,1,transcribing,3418396
STT_AM_AB1685_0012_77147_to_81371,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0012_77147_to_81371.wav,པ་ལིན་གྱིས་འགྲེན་སྤེལ་དང་། ཏེབ་ཞིན་ནང་ཆེ་གྱི་ྐོུ་ྟོག་དངན་པའི་ཤེར་གྱི་ལ་དམ་རིག་ ,4.224,1,transcribing,3418397
STT_AM_AB1685_0013_89940_to_94581,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0013_89940_to_94581.wav,ཅ་ཝི་ལཊན་ཁམ་བོ། གི་བཞི་སོགས་གདན་བ་ཡོང་ནས་ཝོདོན།  ,4.641,1,transcribing,3418398
STT_AM_AB1685_0014_96184_to_99694,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0014_96184_to_99694.wav,ཐབ་ཀུར་སྔར་ལྷག་འོ་ྣང་ཤོག་བཅར་གིའ་སྐུར། གྲི་ཤུལ།  ,3.51,1,transcribing,3418399
STT_AM_AB1685_0015_108452_to_112300,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0015_108452_to_112300.wav,བསམ་བ་རྣམས་ཀྱང་འབྲུབ་བཞིས་གསུང་བ་བཞིན།  ,3.848,1,transcribing,3418400
STT_AM_AB1685_0016_112469_to_117329,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0016_112469_to_117329.wav,ཆོས་དགན་འདིན་པ་ནང་པའི་གཙོ་བོ་གདམ་པའི་ཕྱིས་འདིལ་བ་གཞིར་བཟུང་།  ,4.86,1,transcribing,3418401
STT_AM_AB1685_0017_117784_to_122610,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0017_117784_to_122610.wav,རང་ཁྲི་ཆིབས་ཤོག་ཀྱིས་འགན་ཁར་བཤེས་རྒྱོད་དང་། འོ་ལུས་ཅ་གིར་ཁན་གྱི་གདོན་དོན་ ,4.826,1,transcribing,3418402
STT_AM_AB1685_0018_123167_to_127470,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0018_123167_to_127470.wav,བཅིམ་མཐུན་གྱི་བསོད་ནམས་སོགས་པའི་ཕྲིན་ལིས་ལ། སྔར་ལྷག་པན་འབོམ།  ,4.303,1,transcribing,3418403
STT_AM_AB1685_0019_129344_to_132617,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0019_129344_to_132617.wav,རང་གཞོང་ཕོ་མོ་ཚང་མི་ཆོས་རྒྱིལ་ཕན་སིན་བ་ཐ་ལ་ ,3.273,1,transcribing,3418404
STT_AM_AB1685_0020_133394_to_135537,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0020_133394_to_135537.wav,འདམ་རྩིན་མ་ཡོང་སྡོམ། ཐོག་ ,2.143,1,transcribing,3418405
STT_AM_AB1685_0021_137764_to_141797,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0021_137764_to_141797.wav,མང་ཧིས་དང་ཤ་ྲིན་ཤི་མི་འགྲོ་བ། ཤ་ཅན།  ,4.033,1,transcribing,3418406
STT_AM_AB1685_0022_143012_to_148514,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0022_143012_to_148514.wav,འོ་ཤི་ན་གཉིས་ཟ་རབ་གཞུང་ཕོག་མིའི་སྣེ་འཁྲིལ། དེ་སྟན་སི་ལ་གཉིས་ཕན་གི་ ,5.502,1,transcribing,3418407
STT_AM_AB1685_0023_150825_to_157322,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0023_150825_to_157322.wav,ཚད་མལ་ཤི་བའི་ལིང་ག་ན་སླ་པོ་ཆེ། ཙམ་དང་རཙུམ་བཞིན་པར་ཡི་རང་སྔགས་རྒྱུ་ཤེས་བྱད་དང་།  ,6.497,1,transcribing,3418408
STT_AM_AB1685_0024_157812_to_160562,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0024_157812_to_160562.wav,ཨ་རང་གཞོང་ཕོ་མོ་རྣམས་ཕྱིད་སྲིལ་གྱིས་ ,2.75,1,transcribing,3418409
STT_AM_AB1685_0025_161372_to_166553,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0025_161372_to_166553.wav,ལིང་གིན་ཁག་ནང་གཞི་ྐམ་ཐག་ཅིག་ཏུ་གདམ་པའི་ཕྱིས་འདིལ་བ་དང་། ཚད་མལ་ཤ་བའི་ ,5.181,1,transcribing,3418410
STT_AM_AB1685_0026_171126_to_173185,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0026_171126_to_173185.wav,ྲི་ཞི་ཏོང་ཙི་ནུྱ་པ།  ,2.059,1,transcribing,3418411
STT_AM_AB1685_0027_173286_to_176543,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0027_173286_to_176543.wav,གྲིན་ཚོགས་ཐང་ལ་དགེ་བའི་ཌི་ཆིལ། ནང་སལ། བཅོ་ནང་།  ,3.257,1,transcribing,3418412
STT_AM_AB1685_0028_177420_to_180762,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0028_177420_to_180762.wav,ཆིམ་ལྗོང་ལོར་གྱི་ཤིམ་རྩིག་ཚོགས་ཆུང་འཛིག་གྱུར། དམག་མི་ ,3.342,1,transcribing,3418413
STT_AM_AB1685_0029_181251_to_186212,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0029_181251_to_186212.wav,ཤུང་ཤང་། ཚོགས་ཆུང་གི་ཚོགས་མའི་ཐུལ། འོད་ཀཅི་ཆོ་རྒྱིལ་ཕྱིན་འབུའ་བཞི་དང་ཡང་ཁྲུང་འོན་གྱིས་ ,4.961,1,transcribing,3418414
STT_AM_AB1685_0030_195240_to_198160,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0030_195240_to_198160.wav,མཛ་ཤོག་བཅོགསྐབས་དེར་ྐོ་གནང་བྱིན།  ,2.92,1,transcribing,3418415
STT_AM_AB1685_0031_200472_to_203003,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0031_200472_to_203003.wav,དགོང་དེ་ནས་བཅོ་ནང་ཆིམ་ལྱོང་ལོར་གྱི་ྱིམ་གཅིག ,2.531,1,transcribing,3418416
STT_AM_AB1685_0032_203070_to_208454,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0032_203070_to_208454.wav,ཚོགས་ཆུང་གོས་ཚོགས་མོ་ཀིད་བཞག་ཡོང་བ། གཞི་ཕྱིའི་རིག་རིག་གོང་ནས་ཕྱུགས་རྒྱལ་ཁབ་དག་བ་ཕྱིལ་ ,5.384,1,transcribing,3418417
STT_AM_AB1685_0033_211508_to_214343,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0033_211508_to_214343.wav,སྙན་བསང་། སྔར་རྒྱིས་མཐོང་། རྒྱལ།  ,2.835,1,transcribing,3418418
STT_AM_AB1685_0034_216182_to_219794,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0034_216182_to_219794.wav,ཤི་འབྲིག་སུ། བྱང་ཁྲོང་བོན་དང་དྒན་ལིགས་ས་ཅ།  ,3.612,1,transcribing,3418419
STT_AM_AB1685_0035_220469_to_227050,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0035_220469_to_227050.wav,ཟིམ་ནས་ཚོགས་མ་ཀིད་ཞག་ཟིན་པ་དང་། དམཉང་མིའི་གོང་ནི་ཚོགས་མ་གཏོང་ཕྱིར་མིན་མཐུན་མག་ནང་།  ,6.581,1,transcribing,3418420
STT_AM_AB1685_0036_236665_to_238777,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0036_236665_to_238777.wav,དགོ་བཅུ་དགྱད་སྒོ་ཁྲིད་བླ་ཆེ་ལ་སྐུ་ཚབ་ ,2.112,1,transcribing,3418421
STT_AM_AB1685_0037_243064_to_245849,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0037_243064_to_245849.wav,གནང་བ་ཡོང་བི་ཡ་རི་ཀལ་སུ་འདུབ་ཞེས་རྒྱུ་ ,2.785,1,transcribing,3418422
STT_AM_AB1685_0038_246169_to_250169,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0038_246169_to_250169.wav,ྲི་ཞིར་ཏུན་ཚི་ནར་དགད་པ། གཞན་ཡོང་ྲི་ཞིར་མ་འགོལ་པའི་སྐབས་ ,4.0,1,transcribing,3418423
STT_AM_AB1685_0039_253071_to_256362,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0039_253071_to_256362.wav,ཁག་ཚོགས་རཙིས་དགའ་ཁྲོད་ཏམ། ྟན་ག་དེར་ཐག་ཤོལ་ ,3.291,1,transcribing,3418424
STT_AM_AB1685_0040_262352_to_264765,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0040_262352_to_264765.wav,ལྷན་ཚོགས་འཛིན་སྐབས་ད་ད་འོད་ཏོབ་ྱུར་བཡིན།  ,2.413,1,transcribing,3418425
STT_AM_AB1685_0041_265626_to_271178,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1685_0041_265626_to_271178.wav,ཉོ་ཁྲོད་འདི་ལ་མ་རྟག་པ་དང་། མ་ཚང་བ་མང་པོ་ཞིག་གཡུ་ཚུལ་ལ་རིམ་བཞིན་ ,5.552,1,transcribing,3418426
